区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
山西·晋中·榆次区,后沟古村落,245065587,文化古迹,,热度 0.7,山西省晋中市榆次区东赵乡,北方农耕文明活态文化的完整画卷,"112.919302,37.761657"
山西·运城·绛县,太阴寺,3190352688,文化古迹,,热度 0.7,山西运城绛县城卫庄镇张上村,现存古建筑中较为纯粹的金代遗构,"111.661436,35.499415"
山西·晋中·平遥县,镇国寺,3247304266,文化古迹,4A景区,热度 0.72,山西省晋中市平遥县囊垣乡郝洞村,落下魔法于汤锅裡临门客人有如雨降甘霖,"112.283305,37.291693"
吉隆坡,国家皇宫,3541592645,文化古迹,,热度 1.0,马来西亚吉隆坡,其内青草遍地，鲜花满园盛开,"101.6960913,3.1324989"
香港·香港·九龙,钟楼,330451055,文化古迹,,热度 0.74,香港九龙尖沙咀香港文化中心广场前,游览尖沙咀区，钟楼是最理想的出发点,"114.181065,22.29651"
新南威尔士州·悉尼,悉尼海德公园,2462349966,文化古迹,,热度 0.72,澳洲-澳大利亚,历史悠久的城市公园,"151.211273193359,-33.8731368400047"
贵州·黔东南·凯里市,郎德苗寨,1660726122,文化古迹,,热度 0.72,贵州凯里市东南27公里的苗岭腹地,芦笙舞、铜鼓舞、板凳舞等苗族歌舞表演,"108.06556376073,26.463210895774"
山西·临汾·尧都区,尧庙,2690591401,文化古迹,4A景区,热度 0.8400000000000001,山西省临汾市尧都区尧庙村,你不一定了解的临汾市古村落之尧庙村,"111.502607,36.057412"
广东·潮州·潮州古城,广济桥,3572256620,文化古迹,,热度 0.8800000000000001,广东省潮州市湘桥区,梁舟结合，刚柔相济，动静起伏，变化各异,"116.659236,23.669265"
云南·西双版纳·勐海县,勐景来,3577248375,文化古迹,3A景区,热度 0.72,云南省西双版纳州勐海县达洛镇勐景来,勐景来是一个典型的傣族传统村寨,"100.05855,21.699909"
宿务,圣佩特罗堡,2272245306,文化古迹,,热度 0.0,亚洲-菲律宾,具有浓厚历史文化的地方,"123.905911512898,10.29257065667"
巴厘岛,乌布,1494371130,文化古迹,,热度 0.0,亚洲-印度尼西亚,巴厘岛的艺术中心，手工业者的聚集地,"115.265816,-8.485774"
重庆·重庆·九龙坡区,华岩旅游风景区,1331822485,文化古迹,4A景区,热度 0.7,重庆九龙坡区华岩村151号,寺院规模较大，寺内外松竹修茂，十分幽邃,"106.451043,29.496923"
山西·大同·南郊区,吴官屯石窟,720633705,文化古迹,,热度 0.72,山西省大同市南郊区,吴官屯石窟的开凿，同云岗石窟是分不开的,"113.110568,40.133347"
大阪府·大阪,大阪城天守阁,3131724009,文化古迹,,热度 0.0,"〒540-0002 大阪府大阪市中央区大阪城１−1（1-1 Osakajo, Chuo Ward, Osaka, Osaka Prefecture 540-0002日本）",到大阪旅行的必游景点,"135.526201464235,34.6873151931963"
北京·北京·东城区,孔庙,1171622528,文化古迹,4A景区,热度 0.72,北京市东城区国子监街13号,北京孔庙位于安定门内国子监街，是元、明、清三代祭祀孔子的地方。孔子曾被尊为“大成至圣先师”，故又称先师庙。现在是首都博物,"116.421431,39.95234"
马德里自治区·马德里,普拉多博物馆,2393280877,文化古迹,,热度 1.0,欧洲-西班牙,世界上声名远播的西班牙油画收藏馆,"-3.69212682545185,40.413781488769"
江苏·常州·天宁区,天宁禅寺,92629856,文化古迹,4A景区,热度 0.8,江苏省常州市天宁区罗汉路1号,殿大、佛大、钟大、鼓大、宝鼎大,"119.976285,31.779932"
新疆·吐鲁番·吐鲁番市,高昌故城,1817796347,文化古迹,,热度 0.74,新疆吐鲁番市火焰山南麓木头沟河三角洲三堡乡,恢宏古都，王城遗迹,"89.53855,42.863632"
湖北·十堰·武当山,紫霄宫,1385285006,文化古迹,,热度 0.74,湖北省十堰丹江口市武当旅游经济开发特区永乐路14号武当山风景区内,我国铜铸艺术的宝库,"111.029272,32.423664"
西藏·阿里·扎达县,古格王国遗址,1862191880,文化古迹,,热度 0.8400000000000001,西藏阿里市扎达县札布让区象泉河畔,古格灭亡时留下的遗存，极具研究价值,"79.678683,31.468751"
浙江·舟山·普陀山,普济寺,1182409695,文化古迹,,热度 0.78,浙江省舟山市普陀区普陀山,五步一殿，十步一阁，殿宇间古木参天,"122.37957,29.994925"
江西·上饶·婺源风景区,李坑,2306112419,文化古迹,4A景区,热度 0.86,江西省上饶市婺源县秋口镇李坑村,一幅小桥、流水、人家的美丽画卷,"117.936953,29.328547"
暹粒省·吴哥,周萨神庙,2192353547,文化古迹,,热度 0.0,亚洲-柬埔寨,历史悠久的神庙,"103.8774612,13.4454201"
江西·南昌·安义县,安义古村,2250327153,文化古迹,3A景区,热度 0.7,江西省南昌市安义县石彼镇罗田村,千百年来，古村曾盛极一时，也曾盛极而衰,"115.612762,28.754027"
浙江·台州·仙居,皤滩古镇,4280836842,文化古迹,,热度 0.72,浙江省台州市仙居县皤滩,夜观五月之景，千年铸就，骨色相和,"120.543053,28.747203"
云南·丽江·玉龙县,指云寺,4047027173,文化古迹,,热度 0.7,云南省丽江市玉龙县,“佛手指云呈净土，禅心会意证菩提”,"100.111638,26.851145"
济州特别自治道·济州岛,城邑民俗村,2449862591,文化古迹,,热度 0.0,济州道南济州郡表善面城邑里,完全反映了济州岛独特的居住文化,"126.799732079693,33.386388810413"
顺化,顺化皇城,3684263254,文化古迹,,热度 0.0,"Thuận Thành, 承天－顺化顺化越南",越南现存较大而较完整的古建筑群,"107.5791326,16.4677596"
青海·西宁·湟源县,丹噶尔古城,4089487325,文化古迹,4A景区,热度 0.7,青海省西宁市湟源县城关镇明清老街,感受到深远的历史文化,"101.286318,36.693134"
北京·北京·昌平区,居庸关长城,2438040075,文化古迹,4A景区,热度 0.72,北京市昌平区南口镇居庸关长城,千年军事关口，地形险要，历史独特,"116.081732,40.295477"
耶路撒冷,哭墙,3450459881,文化古迹,,热度 0.0,亚洲-以色列,犹太教心中的圣地,"35.2345078736544,31.7767188090181"
云南·红河·建水县,建水文庙,850190635,文化古迹,4A景区,热度 1.0,云南省红河州建水县临安路268号,兼有祭祀孔子和推广儒学功能的礼仪性建筑,"102.830075,23.618155"
四川·乐山·峨眉山,报国寺,1111875886,文化古迹,,热度 0.72,四川省乐山峨眉山市峨眉山景区内,历史悠久，环境清幽，峨眉山八大寺庙之一,"103.449947,29.574401"
江苏·苏州·周庄,全福讲寺,3966604777,文化古迹,,热度 0.72,江苏省苏州昆山市周庄镇周庄风景区内,“千层翠盖万妆红”,"120.846313,31.119676"
广东·江门·开平碉楼,自力村碉楼群,2262008032,文化古迹,,热度 0.76,广东省江门开平市开平碉楼景区内,自力村碉楼和居庐群建筑精美，保存完好,"112.586516,22.376606"
北京·北京·明十三陵,昭陵,272446015,文化古迹,,热度 0.7,北京市昌平区十三陵景区,唐代具有代表性的一座帝王陵墓，被誉为“天下名陵”,"116.226232,40.294982"
湖南·永州·九嶷山,舜帝陵,3549075042,文化古迹,4A景区,热度 0.0,湖南省永州市宁远县281乡道,是为纪念中华民族始祖舜帝，而修建的陵寝,"110.922298,35.120575"
上海·上海·朱家角古镇,朱家角城隍庙,45132832,文化古迹,,热度 0.72,上海市青浦区朱家角镇曹河路与美周路路口,观城隍庙十二胜景，忆往事梦影,"121.055326,31.108981"
北京·北京·白云观,钟鼓楼,3981547603,文化古迹,,热度 0.7,北京市西城区白云观街白云观内,布局独树一帜，令人遐想,"116.350475,39.905542"
广东·广州·越秀公园,越秀公园古城墙,916205378,文化古迹,,热度 0.0,广东省广州市越秀区小北路越秀公园内,越秀山古城墙始建于明代”，又是广州仅存的一段古城墙。这段古城墙分西、中、东三部分：从大北门到镇海楼为西段，环镇海楼所在的,"113.2717321426,23.144428916727"
浙江·湖州·湖州太湖旅游度假区,黄龙洞景区,2078847633,文化古迹,,热度 0.74,浙江省湖州市吴兴区黄龙山,黄龙山上的天然溶洞,"120.099006,30.954059"
湖北·神农架,神农架木鱼镇,2067068314,文化古迹,,热度 0.76,湖北省神农架林区,奇峰异岭，耸苍滴翠，周围繁花环卫,"110.095524,31.454889"
辽宁·大连·旅顺口区,大连海滨旅顺口,1110702782,文化古迹,,热度 0.72,辽宁省辽东半岛南端 ，东临黄海，西濒渤海。,碧海蓝天，海上石林,"121.263987119,38.802473422713"
巴厘岛,海神庙,819961866,文化古迹,,热度 0.0,亚洲-印度尼西亚,整座寺庙与陆地隔绝，孤绝地矗立在海水中,"115.1,-8.64"
湖南·娄底·双峰县,曾国藩故居,511555332,文化古迹,4A景区,热度 0.96,湖南省娄底市双峰县荷叶镇富托村,省级重点文物保护单位,"112.466344,27.414622"
浙江·台州·临海市,桃渚城,4005614276,文化古迹,,热度 0.7,浙江省台州临海市桃渚镇城里村,集峰、洞、石、瀑、滩为一体,"121.548435,28.8317"
北京·北京·海淀区,大觉寺,460894318,文化古迹,,热度 0.7,北京市海淀区西山大觉寺路9号,以清泉、古树、玉兰闻名,"116.113284,40.058445"
湖南·湘西·凤凰县,南方长城,1126656221,文化古迹,3A景区,热度 0.96,湖南省湘西土家族苗族自治州凤凰县,"北方汉子游水镇,南方姑娘登长城","109.477836,27.934076"
重庆·重庆·梁平县,双桂堂,2384893137,文化古迹,3A景区,热度 0.7,重庆市梁平县城西南方的金带桂村,中国及东南亚具有重要地位的佛教圣地,"106.294963456,30.0255025322"
纽约州·纽约·自由岛,自由女神像,280316229,文化古迹,,热度 0.74,"Liberty Island, 10004 New York Harbor",永远表达着美国人民争取民主、向往自由,"-74.0445010588955,40.6892496542254"
山西·临汾·洪洞县,苏三监狱,3596192907,文化古迹,,热度 0.76,山西省临汾市洪洞县,妇孺皆知的《苏三起解》发生在这里,"111.681114,36.259882"
浙江·杭州·西湖,六和塔,1540088511,文化古迹,,热度 0.74,浙江省杭州市西湖区之江路84号,既可欣赏古塔的雄姿，又能领略钱塘江的风光,"120.138137,30.202771"
广东·广州·越秀区,广州光孝寺,1922889353,文化古迹,,热度 0.74,广东省广州市越秀区光孝路109号,历史悠久，中国佛教的发展有一定的影响,"113.262729,23.134417"
天津·天津·南开区,天津文庙,446965586,文化古迹,,热度 0.72,天津市南开区东马路东门里2号,天津市区保存较完整的大型明清建筑群,"117.19605,39.147125"
山东·淄博·沂源县,牛郎织女景区,3508109056,文化古迹,4A景区,热度 0.0,山东省淄博市沂源县牛郎织女景区（燕崖镇东5公里）,文化底蕴丰厚，“中国爱情文化源地”,"118.267034,36.110605"
广西·桂林·叠彩区,叠彩伏波景区,3447935578,文化古迹,5A景区,热度 0.0,广西壮族自治区桂林市叠彩区滨江路27号,江山会景处，城中碧玉,"110.310388,25.289642"
浙江·杭州·桐庐县,杭州圆通禅寺,1053591371,文化古迹,,热度 0.0,浙江省杭州市桐庐县桐君街道圆通路15号,杭州桐庐圆通禅寺，座落在杭州西部桐庐县城内，面临富春江，背倚舞象山。圆通禅寺，始建于唐贞观八年（公元634年）距今137,"119.678663,29.803721"
四川·阿坝藏族羌族自治州·金川县,金川观音桥,897395106,文化古迹,4A景区,热度 0.0,四川省阿坝州金川县观音桥镇,到观音庙朝拜是很多虔诚信徒的毕生梦想,"101.660988,31.803578"
江苏·无锡·崇安区,崇安寺,1844920062,文化古迹,4A景区,热度 0.0,江苏省无锡市崇安区中山路308号,风格魅力独具特色，江南四大特色街区之一,"120.30719987521,31.582889257193"
江苏·徐州·邳州,土山古镇,1203109781,文化古迹,3A景区,热度 0.0,江苏省徐州市邳州区,打响了土山古镇旅游品牌,"117.857759,34.223236"
山东·济南·长清区,齐长城大峰山生态旅游区,106207603,文化古迹,3A景区,热度 0.0,济南市长清区西南部,省级森林公园，度假休闲的决好去处,"116.64426084082,36.350925467717"
河南·南阳·淅川县,香严寺,761805658,文化古迹,4A景区,热度 0.0,河南省南阳市淅川县仓房乡,"翠柏森森穆静幽,碧波潺潺藏秀毓","111.447535,32.783809"
陕西·渭南·合阳洽川风景名胜区,福山风景区,2954863058,文化古迹,3A景区,热度 0.0,陕西省渭南市合阳县福山风景区,签很灵，方圆百里的群众都到此烧香问卦,"110.320773,35.177223"
湖南·湘西·三江苗寨,凤凰山江苗寨,3052536042,文化古迹,,热度 0.0,湖南省湘西州吉首市凤凰县凤凰古城,一个具有浓郁苗族生活气息的小山寨,"109.476694,28.047233"
江苏·扬州·维扬区,宋夹城考古遗址公园,1430237867,文化古迹,,热度 0.0,江苏省扬州市维扬区长春路瘦西湖天沐温泉度假村北300米,位于保祐城和宋大城之间，护城河环绕,"119.428416,32.420629"
山东·青岛·崂山,仰口游览区,3353998954,文化古迹,,热度 0.0,山东省青岛市崂山区仰口风景游览区,九宫八观七十二庵，道教全真天下第二丛林,"120.672997,36.242339"
北荷兰省·阿姆斯特丹,梵高美术馆,816746158,文化古迹,,热度 0.0,"Paulus Potterstraat 7, 1071 CX Amsterdam",梵高迷们必到的美术馆,"4.88107,52.358413"
江西·赣州·龙南县,太平桥,4035581692,文化古迹,,热度 0.0,江西省赣州市龙南县,建造奇特的石拱桥，重点保护的文物之一,"114.637902,24.65876"
广东·东莞·东莞市,北帝庙,3106293873,文化古迹,,热度 0.0,广东省东莞市市辖区,做工精细，造形生动，栩栩如生,"113.812365,22.801777"
福建·厦门·湖里区,归来园,4036497084,文化古迹,,热度 0.0,福建省厦门市湖里区尚南路,召唤海外亲人不忘故乡，热爱祖国,"118.11283,24.538101"
台湾·嘉义,弥陀禅寺,1900508003,文化古迹,,热度 0.0,嘉义市南郊短竹里,巍然壮观，环境清静幽雅，暮鼓晨钟,"120.470053,23.462924"
辽宁·抚顺·顺城区,战神大本营,1016574078,文化古迹,,热度 0.0,辽宁省抚顺市顺城区上寺旅游风景区,全国一流的CS俱乐部,"123.797111,41.940953"
陕西·西安·碑林区,西安大唐西市博物馆,3065870273,文化古迹,,热度 0.0,陕西省西安市碑林区劳动南路1号,零距离体验千年遗址，近视觉观察历史沧桑,"108.914111,34.252909"
福建·漳州·华安县,大地土楼群,2210440288,文化古迹,,热度 0.0,福建省漳州市华安县仙都镇大地村,宜山宜水，宜居宜人,"117.690846,25.029238"
云南·楚雄·彝人古镇,彝人部落,3851115269,文化古迹,4A景区,热度 0.0,云南省楚雄市彝人古镇内,"中国宜居旅游城市,地域人文风情","101.527298,25.063901"
辽宁·丹东·宽甸县,河口断桥,325263737,文化古迹,4A景区,热度 0.0,辽宁省丹东市宽甸县长甸镇河口村,两岸千峰竞秀，九岛十八湾清幽婉转,"124.834641,40.420352"
天津·天津·蓟县,天津白蛇谷原生态景区,705404710,文化古迹,,热度 0.0,天津市蓟县黄崖关长城北1公里,峰奇谷幽，植被繁茂，山林静谧，空气清新,"117.446735,40.253585"
河南·新乡·辉县市,回龙天界山生态旅游景区,491348107,文化古迹,,热度 0.0,河南省新乡市辉县上八里镇回龙村,S型隧道或明或暗，扶摇直上直通清风关,"113.614052,35.59211"
山东·济宁·泗水县,泉林泉群,336569606,文化古迹,3A景区,热度 0.0,山东省济宁市泗水县327国道,风景秀丽，古迹众多，观光旅游的圣地,"117.525596,35.628461"
浙江·金华·婺城区,寺平古村,1619917982,文化古迹,,热度 0.0,浙江省金华市婺城区寺平村,徽派建筑风格的古色古屋遍布全村,"119.358338,29.028909"
甘肃·平凉·庄浪县,云崖寺,4036525502,文化古迹,4A景区,热度 0.72,甘肃省平凉市庄浪县韩店镇郭漫村,八寺、三洞、一湾、一潭的奇观异景,"106.250892,35.205855"
京都府·京都,东福寺,1437421155,文化古迹,,热度 1.0,亚洲-日本-京都,可以看到现存古老珍贵文物--山门,"135.774361111111,34.9766388888889"
